reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f716a5b3-5b88-47a2-8453-f1161b41c435,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya sangat senang dengan aplikasi ini membuat belanja makin mudah pengiriman barang cepat sesuai dengan pengiriman dan saya pernah memakai aplikasi yang lainnya tapi kualitas tidak memuaskan dan saya pernah di tipu tidak sesuai dengan pengiriman lain yang di pesan lain pulak yang datang teruntuk aplikasi Shopee terima kasi ya saya sangat beruntung mempunyai aplikasi ini,5,2,3.44.26,2025-03-08 18:55:27,"Hi kak Putra pinim Putra, makasih ya buat review bintang 5 dan feedbacknya. Semoga Shopee bisa terus bantu mempermudah memenuhi kebutuhan kamu ya kak. Yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Sehat selalu ^LT",2025-03-08 19:27:43,3.44.26
cc2af13c-f4ef-4552-b9b6-1884b91bc859,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi Shopee ini sangat bagus sering juga belanja di Shopee. Cuman pas saya ingin menengok posisi paket saya di mana ( melacak) Shopee nya itu tetap aja masih diposisi awal kyk eror gitu.,5,322,3.44.26,2025-03-07 04:43:39,"Hi kak Adifa, thankyou ya buat bintang limanya. Moga makin betah dan nyaman belanja lewat Shopee. Jgn lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee ya kak. Terkait kendala pesanan, bisa infoin detail nya ke DM sosmed kita @Shopee_id/@Shopeecare ya. Terimakasih, have a nice day ^JY",2025-03-07 05:33:59,3.44.26
808cd5bf-f344-460b-a402-18dbb5ea5109,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya pengguna baru shopee ada pesan nih untuk developer tolong dong update kedepannya dibikin lebih lancar lagi untuk pengguna perangkat android marshmallow versi 6.0 soalnya ini aplikasi berat banget lemot agak susah geser"" buat liat produk lainnya padahal penyimpanan masih lumayan cukup untuk menampung data apknya. Terus ini kenapa ya setiap kali mau lihat akun toko yg di follow selalu muncul ""jaringan tidak tersedia"" tapi kalo buka aplikasi lain aman aman aja. Tlong lebih di optimalkan lgi",5,761,3.44.21,2025-02-23 02:24:13,"Hi Kak Ray, maaf ya untuk kendala aplikasi yang kurang baik. Aku saranin pastiin Kakak sudah memperbarui aplikasi Shopee, pastiin juga jaringan internet dalam keadaan yang stabil dan lakukan Clear Cache pada aplikasi Shopeemu. Kalo ada kendala/pertanyaan bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Sehat selalu^TU",2025-02-23 03:22:24,3.44.21
80fe761c-2bde-44d5-a622-22ac22edbe14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Untuk belanja online banyak macam pilihan nya dan harga murah2, cuman dari dulu aplikasi nya seperti agak berat apa mungkin terlalu banyak fitur nya.",5,2,3.45.60,2025-03-08 21:28:47,"Hai kak, makasih ya buat bintang 5 dan buat feedbacknya. semoga kakak selalu setia belanja di shopee. tentunya shopee bakalan terus tingkatin pelayanan dan performa buat kamu dan para sobat shopee. Sehat Selalu  ^EK",2025-03-08 22:18:26,3.45.60
2dca7b2f-cfc9-4905-9c80-5c7acd910115,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi makin sering eror pdhl sdh versi terbaru. Jaringan stabil, memori di hp masih banyak banget. Udh berkali² clear cache ampe bosen masih jg sering ngelag. Mgkn karna kebanyakan game dlm aplikasi shopee (selain shopee tanam) seperti pet, run, dll, yg maaf menurut saya gak penting. Semoga bisa diperbaiki kedepannya.",5,111,3.44.26,2025-02-28 19:37:37,"Hai kak, mohon maaf atas ketidaknyamanannya terkait kendala aplikasi yg kamu alami. terkait feedback dri kakak akan dijadikan evaluasi agar performa aplikasi Shopee semakin lebih baik lagi ke depannya. Agar mimin bisa bantu cek aku saranin kakak untuk infoin detail kendala kakak ke DM Social Media kita @Shopee_id / @Shopeecare ya, Sehat selalu🙏^RU",2024-09-02 08:37:28,3.44.26
60684620-b5c5-4f60-9793-705f89ba7546,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Shopee aku suka. Pengiriman cepat sesuai jadwal. Barang sesuai pict.yg ditawarkan. Pengantar semuanya baik berdasarkan pengalamanku bersama shopee. Aku juga pernah pakai lainnya selain shopee, namun beberapa kali kecewa. Ada yang telat kirim, barang tak sesuai, ada pula yg dibatalkan secara sepihak tanpa kutahu alasannya/tak ada pemberitahuan.",5,546,3.44.26,2025-03-05 08:10:17,"Wah makasih ya kak Sandi Adiguna buat bintang 5 dan feedbacknya. aku ikut seneng kalau kamu puas belanja di Shopee, moga Shopee bisa selalu jadi tempat belanja yang terpercaya jd kamu makin nyaman menggunakan aplikasinya. kalo ada pertnyaan boleh lgsg colek aku ke Live chatt / DM sosmed resmi Shopee @shopee_id / @shopeecare yah, Stay safe ^IL",2025-03-05 09:20:17,3.44.26
542331cd-4422-4368-a40d-1393b05b7e80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aku suka belanja d shoope selain lebih praktis, banyak pilihan dari yg lebih murah sampai yg lebih mahal, banyak voucher diskon... Selain itu untuk pembayaran melalui transfer aman barang juga 100% oriii....",5,4,3.44.26,2025-03-06 07:52:16,"Haii kak An Nurul Azizah, maaciw yaa buat review bintang 5 nya, aku seneng deh liatnya. Yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_ID/@Shopeecare. Met beraktivitas kembali ^AI",2025-03-06 08:19:59,3.44.26
1c010fa8-d1ee-4b61-a6a2-323817f61ab6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi jadi berat, lemot Yg bikin kesal itu saat baru masuk aplikasi, secara otomatis yg ditampilkan langsung ialah video & live. seharusnya awal buka aplikasi, (Beranda yg ditampilkan). 👍 Bukan malah live/video 🤦🏻",5,706,3.43.40,2025-02-17 00:49:55,Hai kak Den_Munik maaf ya bikin risau terkait kendala yang kakak alami. Aku saranin kakak untuk melakukan clear cache diperangkat kemudian coba akses lagi secara berkala ya. Pastiin aplikasi telah diperbarui ke versi terbaru di Play Store. Jika masih terkendala kakak bisa langsung hubungi Aku ke DM IG @Shopee_id ya kak. Sehat selalu ^NZ,2025-02-17 01:52:05,3.43.40
74a5f76d-5719-4adf-8e9f-56e46e3e554e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sangat mudah digunakan, performa pengguna aplikasi sangat stabil, tampilan aplikasi sangat menarik, menu layanannya sangat banyak, kemudahan sistem dalam pembayaran dan banyak pilihannya dan layanan Gratis ongkirnya selalu ada. Ditambah ada cuan koinnya dari main game atau lihat live streamingnya beberapa toko.",5,332,3.41.45,2025-02-06 02:03:51,"Yuhuu mantulll, aku ikut seneng kalau kamu puas belanja di Shopee, makasih yaw kak untuk bintang 5 nyaa. moga Shopee bisa selalu jadi tempat belanja yang terpercaya jd kamu makin nyaman menggunakan aplikasinya hihi. kalo ada pertnyaan boleh lgsg colek aku ke DM @Shopee_id / @Shopeecare ya, sehat selalu 😊^ZT",2024-09-29 15:17:26,3.41.45
a112398e-2f39-4393-ac1c-1e3218c01a4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus sekali, cuma kurang 1 dlm masalah pengiriman, kalo bisa pas sdah di bawa kurir (menuju alamatmu) itu sertakan nomer kurirnya juga, jadi kita bisa ngabarin kurirnya klo pas lagi di luar kota, dan kurir tidak bolak balik,, mohon di perbarui lagi, sukses dan jaya selalu buat SHOPEE Terimakasih",5,1940,3.41.45,2025-01-11 08:58:27,"Hai kak, terima kasih ya untuk feedbacknya. Kedepan shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan shopee. Klo ada pertanyaan/kendala, kaka bisa hubungi DM Social Media @Shopee_id /@Shopeecare_id ya. Sehat selalu ^ED",2025-01-11 09:33:41,3.41.45
7f1bb220-2bf0-4f43-aed5-ecc2ca2cd6fa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat sangat menyenangkan belanja di shoope ini, selain harga nya membantu, kita juga dpt lebih gampang dan mudah untuk membeli apapun disini.. selalu amah shopee dan gak ke yg lain.",5,5,3.45.58,2025-03-06 18:33:41,"Hi kak Aulia, makasih buat review bintang 5 nya, yuk cek aplikasi shopee biar ga ketinggalan promo-promo menarik lainnya biar tambah semangat belanjanya. kalo ada pertanyaan bisa chat aku dengan memberikan screenshot review ini melalui DM ke social media @Shopee_id/@Shopeecare yaa. Stay safe ^SX",2025-03-06 19:13:21,3.45.58
3c56c91a-730d-438e-a082-ef1a0f0f563c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya cuman mau fitur pemeriksaan keamanan nya di tambah dengan verifikasi menggunakan nomor, saya mengajukan fitur ini karena email saya telah di retas seseorang dan saya tidak bisa memverifikasi menggunakan link email,sekian terimakasih",5,0,3.45.58,2025-03-08 20:11:14,"Hai kak M.Syaiful Bacri.s , makasih ya bintang dan feedbacknya. Terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare ya, sehat selalu ^QR",2025-03-08 21:08:04,3.45.58
bb0b8993-a26a-40ef-962b-31a81e427d7f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mantap... shopee.. oh ya bicara soal pengiriman SPX sebagai mitra Shopee kesan pengirimanya tergolong lambat.. banyak penerima jasa sering mengeluhkan keterlambatan barangnya, semisal punya saya yang sampai hari ini lebih dari enam hari,Jakarta - Probolinggo kayaknya sangat lambat dan bikin geram karena keterlambatan tersebut, mohon di kaji ulang .. terima kasih.",5,0,3.45.58,2025-03-09 03:41:14,"Hai kak Afi fulhaq, mohon maaf atas ketidaknyamanan nya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan pengiriman di Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG aku di @Shopee_id /@Shopeecare_id ya kak . Stay Safe ^ED",2025-03-09 06:06:55,3.45.58
7907066d-df55-4bcf-8f1e-96f77939e038,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Menurut aku pengalaman belaja di shope sangat menarik sih kalo misal estimasi sekian engga sampe itu paket dapet vocer...trs jg kalo misal ada kendala sama kurir jg cepet sih penanganan ya..jadi sekarang lebih sering belanja di shope❤️,5,3,3.40.11,2025-03-05 04:31:49,"Hai kak Taryani, makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media @ShopeeID/@Shopeecare. Sehat selalu ^UD",2025-03-05 05:27:11,3.40.11
a9c02099-2b50-491a-800c-a2556bdf05a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baguss si, barangnya semuanya pada murah, barangnya juga cantik, bagus, dan aesthetic lah, ongkirnya juga engga mahallll, SUKAA BANGETTT😻💗, tapi kurang sukanya di iklan, karna tiap main game iklannya muncull teruss, atau lagi buka web untuk cari informasi gitu biasanya tiba-tiba aja masuk ke Shopee, itu bikin agak kesel😞, TAPI SHOPEE BAGUSS KOK😻😻",5,683,3.43.40,2025-02-16 18:43:45,"hi kak Putri Syarmila , makasih banget untuk bintang 5 nya. Semoga Shopee selalu bikin kamu puas dengan layanan dan produknya. Jangan lupa untuk ceki-ceki promo menarik dari shopee terus yaa kak. kalau ada kendala/pertanyaan terkait Shopee kakak bisa DM IG @Shopee_ID / @Shopeecare ya. Happy shopping ^LI",2025-02-16 19:11:48,3.43.40
86b2da2d-385e-48c3-8ad0-6d00c8a616a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pilihan produk di shopee sangat banyak, expedisi nya juga bisa di pilih, ongkirnya juga murah bahkan gratis Note: Sedikit Saran saya untuk semua produk sudah inculde bubble wrap, karena ada beberapa toko yang bubble wrapnya di jual terpisah. Takut nya ada pembeli yang lupa membeli packing tambahan(Bubble Warp） terutamanya untuk produk Pecah belah. Terima kasih.",5,608,3.43.40,2025-02-12 05:25:38,"Hi kak, makasih ya buat bintang limanya. Moga kakak selalu puas dgn aplikasi shopee ya. jgn lupa buat pantau trs yuk di sosmed Shopee utk info2 event & promo kece lainnya, biar kmu ga ketinggalan. Jika kakak ada pertnyaan atau kendala tentang aplikasi shopee, yuk chat aku ke DM sosmed resmi Shopee @shopee_id / @shopeecare yah, Thank you kak ^SV",2025-02-12 06:58:55,3.43.40
a419a62f-b234-42a3-8ad9-1d7655b8de73,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Shopee tu ky doraemon, apapun yg kita butuhkan, paaasti ada. Klo nyari d toko offline ga ada, klik aja d shopee, pasti ada. Mana harga lebih murah. Seperti raja ita klo belanja d shopee, tgl sebut....datng sndr depan pintu, suip pokoknya",5,1,3.45.58,2025-03-08 20:57:11,"Hai kak IIN kurniawati , makasih bgt ya review dan bintangnya. aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare ya, sehat selalu ^QR",2025-03-08 21:26:40,3.45.58
4fa8128a-821c-4d54-b32c-63f2a9ed6cf9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pengalaman belanja di Shopee sepanjang thn 2022 kmrn sgt memuaskan sampai dgn 5 Februari 2023. Tapi sejak Senin siang 6 Feb 2023 sampai hari ini Rabu 8 Feb 2023 jadi sgt tdk menyenangkan memakai aplikasi ini. Tadi nya sgt lancar dan ringan ehhh skrg malah mau nge chat delay mulu dan sll tdk terkirim. Bosen clear cache..logout..msk keluar akun tetap aja lemot. Mau bero ulasan malah tdk terkirim..cpd..🥺 Tadi nya bintang 5..skrg jd 2 deh huhu.. Mhn perbaikannya...,5,2,3.44.26,2025-03-01 17:54:04,"Cihuyy kak Meyke, Shopee emang tempat belanja paling memuaskan yaa kak. Oiaa, terimakasih banyak yaww buat feedback dan bintang nyaa. Kuy ceki-ceki social media Shopee biar kamu gak ketinggalan informasi dan voucher menariknya dan jangan lupa like postingan nya yaa, have a nice day❤ ^JM
",2022-05-20 14:57:41,3.44.26
13391354-f321-4f91-8c99-0ae7668332e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Alhamdulillah Sangat amat terbantu dgn adanya shopee, belanja apa saja jd lbh mudah dan aman. Dan yg paling penting Klaim pengembalian barang/dana sangat mudah dan cepat. Resposif sekali pihak shopee, jd customer tdk dirugikan.Terima kasih",5,2,3.44.26,2025-03-07 04:26:59,"Hi kak Fitri, thankyou ya buat bintang limanya. Moga makin betah dan nyaman belanja lewat Shopee. Jgn lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee ya kak. Kalo ada kendala/pertanyaan terkait shopee boleh kirim SS review ini ke Live Chat atau DM sosmed kita @Shopee_id/@Shopeecare ya. Terimakasih, have a nice day ^JY",2025-03-07 06:32:18,3.44.26
